Weekend_Dates,Days,Movie_Name,Revenue,Viewers,Shows,Average_Revenue_Per_Show,Average_Viewers_Per_Show,Revenue_Share,Shows_Share
03.09 - 06.09.2015,3,Миньоны,6284591,26955,1656,3795,16,1.93%,1.90%
27.08 - 30.08.2015,3,Инфекция (2013),1057064,4775,476,2220,10,0.32%,0.55%
27.08 - 30.08.2015,3,МУЛЬТ в кино. Выпуск № 13,1502656,12611,767,1959,16,0.46%,0.88%
27.08 - 30.08.2015,3,Мир Юрского периода,1502950,4458,298,5043,14,0.46%,0.34%
27.08 - 30.08.2015,3,Беглец (2015),1959990,6609,1016,1929,6,0.60%,1.17%
27.08 - 30.08.2015,3,Иррациональный человек,2102596,6246,276,7618,22,0.64%,0.32%
27.08 - 30.08.2015,3,Головоломка. Лава,2824113,13347,628,4496,21,0.87%,0.72%
27.08 - 30.08.2015,3,Миссия невыполнима: Племя изгоев,4774681,17245,1114,4286,15,1.46%,1.28%
27.08 - 30.08.2015,3,Синистер 2,5379586,23389,1605,3351,14,1.65%,1.84%
27.08 - 30.08.2015,3,Москва никогда не спит,5711281,19372,2560,2230,7,1.75%,2.94%
27.08 - 30.08.2015,3,Миньоны,6284591,26955,1656,3795,16,1.93%,1.90%
27.08 - 30.08.2015,3,МУЛЬТ в кино. Выпуск № 12,1109767,9522,733,1514,12,0.28%,0.79%
27.08 - 30.08.2015,3,Подарок .,1191373,5623,441,2701,12,0.30%,0.48%
27.08 - 30.08.2015,3,Клуб Винкс. Сезон 7. Серии 1 - 3,1264875,4446,221,5723,20,0.32%,0.24%
27.08 - 30.08.2015,3,Человек-муравей,1312890,6032,331,3966,18,0.33%,0.36%
27.08 - 30.08.2015,3,Мир Юрского периода,1566828,4686,260,6026,18,0.40%,0.28%
27.08 - 30.08.2015,3,Левша (2015),1847901,7664,409,4518,18,0.47%,0.44%
27.08 - 30.08.2015,3,Вне/себя,2125883,9363,489,4347,19,0.54%,0.53%
27.08 - 30.08.2015,3,АТАКА ТИТАНОВ. ФИЛЬМ ПЕРВЫЙ. ЖЕСТОКИЙ МИР,2767212,7166,342,8091,20,0.70%,0.37%
27.08 - 30.08.2015,3,Головоломка. Лава,2820905,13995,764,3692,18,0.72%,0.83%
27.08 - 30.08.2015,3,Иррациональный человек,3813375,11645,619,6160,18,0.97%,0.67%
20.08 - 23.08.2015,3,Фантастическая четверка,139254467,585390,30872,4510,18,36.31%,34.08%
20.08 - 23.08.2015,3,Агенты А.Н.К.Л,95165658,343546,17676,5383,19,24.81%,19.51%
20.08 - 23.08.2015,3,Синистер 2,52481567,217989,12164,4314,17,13.68%,13.43%
20.08 - 23.08.2015,3,Миссия невыполнима: Племя изгоев,30320893,112178,7905,3835,14,7.91%,8.73%
20.08 - 23.08.2015,3,Упс... Ной уплыл!,22522229,111376,8141,2766,13,5.87%,8.99%
20.08 - 23.08.2015,3,Миньоны,8879914,43287,2819,3150,15,2.32%,3.11%
20.08 - 23.08.2015,3,Иррациональный человек,7466559,24396,1980,3770,12,1.95%,2.19%
20.08 - 23.08.2015,3,Подарок .,6285284,25257,2443,2572,10,1.64%,2.70%
20.08 - 23.08.2015,3,Вне/себя,4188831,17598,830,5046,21,1.09%,0.92%
20.08 - 23.08.2015,3,Левша (2015),3493630,14518,578,6044,25,0.91%,0.64%
20.08 - 23.08.2015,3,Молодая кровь (2015),390150,1610,199,1960,8,0.10%,0.22%
20.08 - 23.08.2015,3,Спасатели (2014),677940,4066,642,1055,6,0.18%,0.71%
20.08 - 23.08.2015,3,Терминатор: Генезис,851842,2546,201,4238,12,0.22%,0.22%
20.08 - 23.08.2015,3,МУЛЬТ в кино. Выпуск № 12,1044432,8924,608,1717,14,0.27%,0.67%
20.08 - 23.08.2015,3,РЕШАЛА-2,1085123,4972,222,4887,22,0.28%,0.25%
20.08 - 23.08.2015,3,Мир Юрского периода,1222665,3356,195,6270,17,0.32%,0.22%
20.08 - 23.08.2015,3,Головоломка. Лава,1426205,6564,444,3212,14,0.37%,0.49%
20.08 - 23.08.2015,3,Пиксели,1723129,7961,573,3007,13,0.45%,0.63%
20.08 - 23.08.2015,3,Человек-муравей,2233936,9809,690,3237,14,0.58%,0.76%
20.08 - 23.08.2015,3,Кто я,2788647,11331,1407,1981,8,0.73%,1.55%
06.08 - 09.08.2015,3,Миссия невыполнима: Племя изгоев,195401089,690762,37055,5273,18,55.25%,44.15%
06.08 - 09.08.2015,3,Вне/себя,30152961,113826,7209,4182,15,8.53%,8.59%
06.08 - 09.08.2015,3,Миньоны,21982982,102589,5500,3996,18,6.22%,6.55%
06.08 - 09.08.2015,3,Пиксели,21556661,97059,5890,3659,16,6.10%,7.02%
06.08 - 09.08.2015,3,Человек-муравей,15105040,60418,3065,4928,19,4.27%,3.65%
06.08 - 09.08.2015,3,Левша (2015),14395813,53424,3022,4763,17,4.07%,3.60%
06.08 - 09.08.2015,3,Ватиканские записи,12710257,54966,4485,2833,12,3.59%,5.34%
06.08 - 09.08.2015,3,Антураж,10319006,39737,4442,2323,8,2.92%,5.29%
06.08 - 09.08.2015,3,Спасатели (2014),6966644,38487,5170,1347,7,1.97%,6.16%
06.08 - 09.08.2015,3,РЕШАЛА-2,4395595,18837,741,5931,25,1.24%,0.88%
06.08 - 09.08.2015,3,Мир Юрского периода,690654,3119,224,3083,13,0.20%,0.27%
06.08 - 09.08.2015,3,Этот неловкий момент.,1114858,4415,268,4159,16,0.32%,0.32%
06.08 - 09.08.2015,3,Виселица,1484054,7604,624,2378,12,0.42%,0.74%
06.08 - 09.08.2015,3,Кокоша - маленький дракон /По одноименному произведению Инго Зигнера/,1622135,10386,1320,1228,7,0.46%,1.57%
06.08 - 09.08.2015,3,Любовь вразнос,1683515,7210,855,1969,8,0.48%,1.02%
06.08 - 09.08.2015,3,Бумажные города /По произведению Джона Грина/,1799531,9430,736,2445,12,0.51%,0.88%
06.08 - 09.08.2015,3,Головоломка. Лава,2411102,10173,605,3985,16,0.68%,0.72%
06.08 - 09.08.2015,3,Терминатор: Генезис,2745174,10883,763,3597,14,0.78%,0.91%
06.08 - 09.08.2015,3,Стрингер (2014),2825984,9444,762,3708,12,0.80%,0.91%
06.08 - 09.08.2015,3,Как заниматься любовью по-английски,4313156,13434,1203,3585,11,1.22%,1.43%
30.07 - 02.08.2015,3,Миссия невыполнима: Племя изгоев,67008550,181601,3811,17582,47,17.11%,4.26%
30.07 - 02.08.2015,3,Пиксели,55614563,221881,15338,3625,14,14.20%,17.15%
30.07 - 02.08.2015,3,Вне/себя,55365669,207643,11431,4843,18,14.14%,12.78%
30.07 - 02.08.2015,3,Миньоны,43006298,197406,9887,4349,19,10.98%,11.05%
30.07 - 02.08.2015,3,Человек-муравей,41774462,161274,8649,4829,18,10.67%,9.67%
30.07 - 02.08.2015,3,Ватиканские записи,30972431,125358,8319,3723,15,7.91%,9.30%
30.07 - 02.08.2015,3,Антураж,27531876,101813,8899,3093,11,7.03%,9.95%
30.07 - 02.08.2015,3,Левша (2015),17969462,64809,4127,4354,15,4.59%,4.61%
30.07 - 02.08.2015,3,Виселица,12326915,55262,4744,2598,11,3.15%,5.30%
30.07 - 02.08.2015,3,Как заниматься любовью по-английски,8479467,25153,1952,4343,12,2.17%,2.18%
30.07 - 02.08.2015,3,Гороскоп на удачу,707599,4037,412,1717,9,0.18%,0.46%
30.07 - 02.08.2015,3,Сборник любовных короткометражек,783135,2760,87,9001,31,0.20%,0.10%
30.07 - 02.08.2015,3,Мир Юрского периода,1122711,5111,332,3381,15,0.29%,0.37%
30.07 - 02.08.2015,3,Ускорение (2015),1726830,7395,1460,1182,5,0.44%,1.63%
30.07 - 02.08.2015,3,Этот неловкий момент.,2672256,7916,518,5158,15,0.68%,0.58%
30.07 - 02.08.2015,3,Головоломка. Лава,2784471,11955,635,4384,18,0.71%,0.71%
30.07 - 02.08.2015,3,Кокоша - маленький дракон /По одноименному произведению Инго Зигнера/,3134294,18364,2412,1299,7,0.80%,2.70%
30.07 - 02.08.2015,3,Любовь вразнос,3448343,13278,1460,2361,9,0.88%,1.63%
30.07 - 02.08.2015,3,Терминатор: Генезис,6893932,22334,1385,4977,16,1.76%,1.55%
30.07 - 02.08.2015,3,Бумажные города /По произведению Джона Грина/,8248150,40288,3590,2297,11,2.11%,4.01%
23.07 - 26.07.2015,3,Пиксели,128428722,480668,27122,4735,17,29.08%,28.90%
23.07 - 26.07.2015,3,Человек-муравей,95799993,354631,17952,5336,19,21.69%,19.13%
23.07 - 26.07.2015,3,Миньоны,84913249,383798,16127,5265,23,19.23%,17.18%
23.07 - 26.07.2015,3,Виселица,47036664,194351,9168,5130,21,10.65%,9.77%
23.07 - 26.07.2015,3,Бумажные города /По произведению Джона Грина/,23758629,106512,7088,3351,15,5.38%,7.55%
23.07 - 26.07.2015,3,Терминатор: Генезис,18554706,66159,3407,5446,19,4.20%,3.63%
23.07 - 26.07.2015,3,Ускорение (2015),11662934,42348,4381,2662,9,2.64%,4.67%
23.07 - 26.07.2015,3,Гороскоп на удачу,8036863,35127,3100,2592,11,1.82%,3.30%
23.07 - 26.07.2015,3,Этот неловкий момент.,6287010,18395,865,7268,21,1.42%,0.92%
23.07 - 26.07.2015,3,Головоломка. Лава,4795472,21283,1073,4469,19,1.09%,1.14%
23.07 - 26.07.2015,3,Реверс 666,453455,2045,242,1873,8,0.10%,0.26%
23.07 - 26.07.2015,3,МУЛЬТ в кино. Выпуск № 10,498357,4642,298,1672,15,0.11%,0.32%
23.07 - 26.07.2015,3,Соль Земли,521913,1996,77,6778,25,0.12%,0.08%
23.07 - 26.07.2015,3,РЕШАЛА-2,665422,3039,82,8114,37,0.15%,0.09%
23.07 - 26.07.2015,3,Токийская невеста /По одноименному произведению Амели Нотомб/,744964,2804,185,4026,15,0.17%,0.20%
23.07 - 26.07.2015,3,Шпион_,933951,2933,175,5336,16,0.21%,0.19%
23.07 - 26.07.2015,3,CitizenFour. Правда Сноудена,952594,2760,196,4860,14,0.22%,0.21%
23.07 - 26.07.2015,3,Убрать из друзей,2358982,11365,815,2894,13,0.53%,0.87%
23.07 - 26.07.2015,3,Мир Юрского периода,2484258,10256,498,4988,20,0.56%,0.53%
23.07 - 26.07.2015,3,Переправа. Часть 1,2767597,8530,1006,2751,8,0.63%,1.07%
16.07 - 19.07.2015,3,Миньоны,241666720,1039988,32432,7451,32,39.15%,34.94%
16.07 - 19.07.2015,3,Человек-муравей,236660730,842417,31937,7410,26,38.34%,34.41%
16.07 - 19.07.2015,3,Терминатор: Генезис,55039964,204130,9249,5950,22,8.92%,9.97%
16.07 - 19.07.2015,3,Гороскоп на удачу,26452980,103975,7558,3499,13,4.29%,8.14%
16.07 - 19.07.2015,3,Убрать из друзей,16760654,69962,3904,4293,17,2.72%,4.21%
16.07 - 19.07.2015,3,Этот неловкий момент.,11743861,36608,1694,6932,21,1.90%,1.83%
16.07 - 19.07.2015,3,Головоломка. Лава,8488512,39227,1532,5540,25,1.38%,1.65%
16.07 - 19.07.2015,3,Мир Юрского периода,4919223,19316,770,6388,25,0.80%,0.83%
16.07 - 19.07.2015,3,Реверс 666,2335171,9209,716,3261,12,0.38%,0.77%
16.07 - 19.07.2015,3,Супер Майк XXL,2211775,9486,669,3306,14,0.36%,0.72%
16.07 - 19.07.2015,3,"Голубь сидел на ветке, размышляя о бытии",424028,1620,92,4609,17,0.07%,0.10%
16.07 - 19.07.2015,3,Вдали от обезумевшей толпы /По одноименному произведению Томаса Харди/,526539,1938,231,2279,8,0.09%,0.25%
16.07 - 19.07.2015,3,"В следующий раз я буду стрелять в сердце /По роману Ивана Стефановича ""Убийца вне подозрений""/",572024,1492,160,3575,9,0.09%,0.17%
16.07 - 19.07.2015,3,МУЛЬТ в кино. Выпуск №9,607261,5712,392,1549,14,0.10%,0.42%
16.07 - 19.07.2015,3,Соль Земли,720428,2405,80,9005,30,0.12%,0.09%
16.07 - 19.07.2015,3,Токийская невеста /По одноименному произведению Амели Нотомб/,1112759,4323,234,4755,18,0.18%,0.25%
16.07 - 19.07.2015,3,РЕШАЛА-2,1421096,6367,136,10449,46,0.23%,0.15%
16.07 - 19.07.2015,3,Третий лишний 2,1818850,8426,491,3704,17,0.29%,0.53%
16.07 - 19.07.2015,3,Шпион_,1869819,6439,284,6583,22,0.30%,0.31%
16.07 - 19.07.2015,3,CitizenFour. Правда Сноудена,1951013,5539,251,7772,22,0.32%,0.27%
09.07 - 12.07.2015,3,Миньоны,761814659,3082827,46679,16320,66,70.33%,48.51%
09.07 - 12.07.2015,3,Терминатор: Генезис,186780532,621971,24062,7762,25,17.24%,25.00%
09.07 - 12.07.2015,3,Убрать из друзей,41545305,170814,6238,6660,27,3.84%,6.48%
09.07 - 12.07.2015,3,Головоломка. Лава,18795226,88251,3404,5521,25,1.74%,3.54%
09.07 - 12.07.2015,3,Этот неловкий момент.,17906879,58040,2436,7350,23,1.65%,2.53%
09.07 - 12.07.2015,3,Супер Майк XXL,15969262,65697,5033,3172,13,1.47%,5.23%
09.07 - 12.07.2015,3,Третий лишний 2,13776614,60134,3356,4105,17,1.27%,3.49%
09.07 - 12.07.2015,3,Мир Юрского периода,12887842,46426,1691,7621,27,1.19%,1.76%
09.07 - 12.07.2015,3,Шпион_,4071617,14824,541,7526,27,0.38%,0.56%
09.07 - 12.07.2015,3,CitizenFour. Правда Сноудена,3434802,10478,289,11885,36,0.32%,0.30%
09.07 - 12.07.2015,3,Красотки в бегах,127562,493,53,2406,9,0.01%,0.06%
09.07 - 12.07.2015,3,Бармен.,152815,1034,69,2214,14,0.01%,0.07%
09.07 - 12.07.2015,3,Хулиган (2014),171178,615,138,1240,4,0.02%,0.14%
09.07 - 12.07.2015,3,Полтергейст (2015),293648,1359,120,2447,11,0.03%,0.12%
09.07 - 12.07.2015,3,Безумный Макс: Дорога ярости,307260,1123,71,4327,15,0.03%,0.07%
09.07 - 12.07.2015,3,Оно.,498427,2520,248,2009,10,0.05%,0.26%
09.07 - 12.07.2015,3,МУЛЬТ в кино. Выпуск №9,588424,5316,334,1761,15,0.05%,0.35%
09.07 - 12.07.2015,3,Рок Апокалипсис 3D,634946,2372,193,3289,12,0.06%,0.20%
09.07 - 12.07.2015,3,"Голубь сидел на ветке, размышляя о бытии",752969,2568,144,5228,17,0.07%,0.15%
09.07 - 12.07.2015,3,Вдали от обезумевшей толпы /По одноименному произведению Томаса Харди/,2666364,9669,1135,2349,8,0.25%,1.18%
02.07 - 05.07.2015,3,Терминатор: Генезис,490118920,1633481,39032,12556,41,68.68%,45.16%
02.07 - 05.07.2015,3,Головоломка. Лава,77381111,363821,12087,6402,30,10.84%,13.98%
02.07 - 05.07.2015,3,Третий лишний 2,46569550,190282,10553,4412,18,6.53%,12.21%
02.07 - 05.07.2015,3,Супер Майк XXL,39761165,155110,10964,3626,14,5.57%,12.68%
02.07 - 05.07.2015,3,Мир Юрского периода,33385333,130050,5163,6466,25,4.68%,5.97%
02.07 - 05.07.2015,3,Шпион_,7888803,27286,1012,7795,26,1.11%,1.17%
02.07 - 05.07.2015,3,Вдали от обезумевшей толпы /По одноименному произведению Томаса Харди/,5086132,18775,2326,2186,8,0.71%,2.69%
02.07 - 05.07.2015,3,Полтергейст (2015),3790158,17398,1288,2942,13,0.53%,1.49%
02.07 - 05.07.2015,3,Оно.,2686228,12704,1244,2159,10,0.38%,1.44%
02.07 - 05.07.2015,3,Бармен.,2032922,10368,734,2769,14,0.28%,0.85%
02.07 - 05.07.2015,3,Лицо ангела,244365,924,225,1086,4,0.03%,0.26%
02.07 - 05.07.2015,3,Лондонские каникулы,251900,971,87,2895,11,0.04%,0.10%
02.07 - 05.07.2015,3,Дневник горничной /По одноименному роману Октава Мирбо/,294206,1213,147,2001,8,0.04%,0.17%
02.07 - 05.07.2015,3,Разлом Сан-Андреас,298506,1114,103,2898,10,0.04%,0.12%
02.07 - 05.07.2015,3,Красотки в бегах,400753,1617,120,3339,13,0.06%,0.14%
02.07 - 05.07.2015,3,Терминатор (1984),406328,1376,190,2138,7,0.06%,0.22%
02.07 - 05.07.2015,3,МУЛЬТ в кино. Выпуск № 8,637670,6093,401,1590,15,0.09%,0.46%
02.07 - 05.07.2015,3,Безумный Макс: Дорога ярости,643320,2196,134,4800,16,0.09%,0.16%
02.07 - 05.07.2015,3,Хулиган (2014),812483,2718,459,1770,5,0.11%,0.53%
02.07 - 05.07.2015,3,"Голубь сидел на ветке, размышляя о бытии",981469,3266,169,5807,19,0.14%,0.20%
25.06 - 28.06.2015,3,Головоломка. Лава,176580872,759478,24751,7134,30,33.37%,28.13%
25.06 - 28.06.2015,3,Третий лишний 2,155070679,578074,27462,5646,21,29.31%,31.21%
25.06 - 28.06.2015,3,Мир Юрского периода,112036360,363222,12968,8639,28,21.18%,14.74%
25.06 - 28.06.2015,3,Полтергейст (2015),27352801,103887,7604,3597,13,5.17%,8.64%
25.06 - 28.06.2015,3,Шпион_,18680350,65047,2071,9019,31,3.53%,2.35%
25.06 - 28.06.2015,3,Бармен.,14550147,59349,4520,3219,13,2.75%,5.14%
25.06 - 28.06.2015,3,Оно.,8341279,33489,3144,2653,10,1.58%,3.57%
25.06 - 28.06.2015,3,Красотки в бегах,2736306,11700,897,3050,13,0.52%,1.02%
25.06 - 28.06.2015,3,Разлом Сан-Андреас,2574323,9160,384,6703,23,0.49%,0.44%
25.06 - 28.06.2015,3,Ганмен,2445314,7699,1070,2285,7,0.46%,1.22%
25.06 - 28.06.2015,3,Пионеры-герои.,248639,1000,105,2367,9,0.05%,0.12%
25.06 - 28.06.2015,3,Хранитель Луны,258420,1643,111,2328,14,0.05%,0.13%
25.06 - 28.06.2015,3,Манглхорн,288080,834,76,3790,10,0.05%,0.09%
25.06 - 28.06.2015,3,Без границ,337500,754,1,337500,754,0.06%,0.00%
25.06 - 28.06.2015,3,МУЛЬТ в кино. Выпуск № 8,599673,5455,362,1656,15,0.11%,0.41%
25.06 - 28.06.2015,3,Дневник горничной /По одноименному роману Октава Мирбо/,975294,3082,260,3751,11,0.18%,0.30%
25.06 - 28.06.2015,3,Лондонские каникулы,979212,3499,416,2353,8,0.19%,0.47%
25.06 - 28.06.2015,3,Астрал 3,1205058,6274,388,3105,16,0.23%,0.44%
25.06 - 28.06.2015,3,Безумный Макс: Дорога ярости,1555778,6255,251,6198,24,0.29%,0.29%
25.06 - 28.06.2015,3,Лицо ангела,2277589,7616,1156,1970,6,0.43%,1.31%
18.06 - 21.06.2015,3,Головоломка. Лава,327975238,1403031,28571,11479,49,45.68%,31.25%
18.06 - 21.06.2015,3,Мир Юрского периода,210859443,696337,24669,8547,28,29.37%,26.98%
18.06 - 21.06.2015,3,Полтергейст (2015),72522358,266550,13198,5494,20,10.10%,14.43%
18.06 - 21.06.2015,3,Шпион_,30952137,103163,3840,8060,26,4.31%,4.20%
18.06 - 21.06.2015,3,Бармен.,28748491,113875,7364,3903,15,4.00%,8.05%
18.06 - 21.06.2015,3,Красотки в бегах,16730432,64373,4591,3644,14,2.33%,5.02%
18.06 - 21.06.2015,3,Ганмен,8705691,26529,2862,3041,9,1.21%,3.13%
18.06 - 21.06.2015,3,Астрал 3,7363306,34053,1868,3941,18,1.03%,2.04%
18.06 - 21.06.2015,3,Разлом Сан-Андреас,6281311,25401,1562,4021,16,0.87%,1.71%
18.06 - 21.06.2015,3,Безумный Макс: Дорога ярости,2587760,10903,392,6601,27,0.36%,0.43%
18.06 - 21.06.2015,3,Единичка.,243820,1315,210,1161,6,0.03%,0.23%
18.06 - 21.06.2015,3,Пингвин нашего времени,251100,678,1,251100,678,0.03%,0.00%
18.06 - 21.06.2015,3,Под электрическими облаками,284257,1055,87,3267,12,0.04%,0.10%
18.06 - 21.06.2015,3,Виктория_,328981,1131,103,3193,10,0.05%,0.11%
18.06 - 21.06.2015,3,Век Адалин,382655,1449,106,3609,13,0.05%,0.12%
18.06 - 21.06.2015,3,Манглхорн,436886,1275,144,3033,8,0.06%,0.16%
18.06 - 21.06.2015,3,Пионеры-герои.,455796,1751,209,2180,8,0.06%,0.23%
18.06 - 21.06.2015,3,МУЛЬТ в кино. Выпуск № 7,596365,5504,484,1232,11,0.08%,0.53%
18.06 - 21.06.2015,3,Хранитель Луны,627285,4817,365,1718,13,0.09%,0.40%
18.06 - 21.06.2015,3,Лондонские каникулы,1616882,5594,812,1991,6,0.23%,0.89%
11.06 - 14.06.2015,3,Мир Юрского периода,366044967,1198998,29811,12278,40,61.82%,43.95%
11.06 - 14.06.2015,3,Головоломка. Лава,65679056,233429,6352,10339,36,11.09%,9.37%
11.06 - 14.06.2015,3,Шпион_,53239205,192085,7445,7151,25,8.99%,10.98%
11.06 - 14.06.2015,3,Астрал 3,36812018,150577,6421,5733,23,6.22%,9.47%
11.06 - 14.06.2015,3,Красотки в бегах,32841924,126207,7165,4583,17,5.55%,10.56%
11.06 - 14.06.2015,3,Разлом Сан-Андреас,18809825,73149,3917,4802,18,3.18%,5.77%
11.06 - 14.06.2015,3,Хранитель Луны,6378639,39330,2339,2727,16,1.08%,3.45%
11.06 - 14.06.2015,3,Безумный Макс: Дорога ярости,3948493,15351,505,7818,30,0.67%,0.74%
11.06 - 14.06.2015,3,Наруто: Последний фильм,2124711,10933,1318,1612,8,0.36%,1.94%
11.06 - 14.06.2015,3,Земля будущего,1847843,8560,497,3717,17,0.31%,0.73%
11.06 - 14.06.2015,3,Дабл трабл,111920,622,114,981,5,0.02%,0.17%
11.06 - 14.06.2015,3,Драйвер на ночь,170889,646,130,1314,4,0.03%,0.19%
11.06 - 14.06.2015,3,Похищение Фредди Хайнекена /По книге Петера Р. де Фриза/,202080,496,52,3886,9,0.03%,0.08%
11.06 - 14.06.2015,3,Сборник российских короткометражных фильмов,213095,773,71,3001,10,0.04%,0.10%
11.06 - 14.06.2015,3,Виктория_,281501,988,94,2994,10,0.05%,0.14%
11.06 - 14.06.2015,3,Век Адалин,488695,1736,119,4106,14,0.08%,0.18%
11.06 - 14.06.2015,3,Под электрическими облаками,566028,1971,189,2994,10,0.10%,0.28%
11.06 - 14.06.2015,3,Единичка.,693796,2925,498,1393,5,0.12%,0.73%
11.06 - 14.06.2015,3,МУЛЬТ в кино. Выпуск № 7,810883,7390,541,1498,13,0.14%,0.80%
11.06 - 14.06.2015,3,Манглхорн,866961,2550,249,3481,10,0.15%,0.37%
04.06 - 07.06.2015,3,Шпион_,141927239,506070,19542,7262,25,28.99%,22.42%
04.06 - 07.06.2015,3,Астрал 3,140049061,579638,17143,8169,33,28.61%,19.67%
04.06 - 07.06.2015,3,Разлом Сан-Андреас,103630687,363701,20273,5111,17,21.17%,23.26%
04.06 - 07.06.2015,3,Хранитель Луны,34584070,187054,10008,3455,18,7.07%,11.48%
04.06 - 07.06.2015,3,Безумный Макс: Дорога ярости,21985945,68586,3567,6163,19,4.49%,4.09%
04.06 - 07.06.2015,3,Земля будущего,21572076,96118,5980,3607,16,4.41%,6.86%
04.06 - 07.06.2015,3,Наруто: Последний фильм,13378938,65959,4081,3278,16,2.73%,4.68%
04.06 - 07.06.2015,3,Дабл трабл,2904577,14191,2006,1447,7,0.59%,2.30%
04.06 - 07.06.2015,3,Век Адалин,1802076,7433,530,3400,14,0.37%,0.61%
04.06 - 07.06.2015,3,Под электрическими облаками,1513312,5724,608,2489,9,0.31%,0.70%
04.06 - 07.06.2015,3,Пингвиненок Пороро: Большие гонки,165367,1736,86,1922,20,0.03%,0.10%
04.06 - 07.06.2015,3,Воспоминания о будущем.,174976,652,136,1286,4,0.04%,0.16%
04.06 - 07.06.2015,3,Прерванный полет,189854,628,126,1506,4,0.04%,0.14%
04.06 - 07.06.2015,3,Сборник российских короткометражных фильмов,371362,1482,109,3406,13,0.08%,0.13%
04.06 - 07.06.2015,3,Французский транзит или Француз,564950,1843,271,2084,6,0.12%,0.31%
04.06 - 07.06.2015,3,Вне времени (2014),755281,3018,509,1483,5,0.15%,0.58%
04.06 - 07.06.2015,3,Мстители: Эра Альтрона,785925,4751,266,2954,17,0.16%,0.31%
04.06 - 07.06.2015,3,МУЛЬТ в кино. Выпуск № 6,793734,7456,600,1322,12,0.16%,0.69%
04.06 - 07.06.2015,3,Похищение Фредди Хайнекена /По книге Петера Р. де Фриза/,916159,2773,396,2313,7,0.19%,0.45%
04.06 - 07.06.2015,3,Драйвер на ночь,1442534,4888,936,1541,5,0.29%,1.07%
28.05 - 31.05.2015,3,Разлом Сан-Андреас,251018661,840727,34234,7332,24,55.78%,39.94%
28.05 - 31.05.2015,3,Земля будущего,62376639,255602,15170,4111,16,13.86%,17.70%
28.05 - 31.05.2015,3,Хранитель Луны,55764183,279257,14084,3959,19,12.39%,16.43%
28.05 - 31.05.2015,3,Безумный Макс: Дорога ярости,48109977,157463,8069,5962,19,10.69%,9.41%
28.05 - 31.05.2015,3,Дабл трабл,10451887,43749,5119,2041,8,2.32%,5.97%
28.05 - 31.05.2015,3,Век Адалин,7000107,26071,1850,3783,14,1.56%,2.16%
28.05 - 31.05.2015,3,Мстители: Эра Альтрона,3049630,14130,778,3919,18,0.68%,0.91%
28.05 - 31.05.2015,3,Похищение Фредди Хайнекена /По книге Петера Р. де Фриза/,2725669,8860,1045,2608,8,0.61%,1.22%
28.05 - 31.05.2015,3,Французский транзит или Француз,2157993,6169,851,2535,7,0.48%,0.99%
28.05 - 31.05.2015,3,Вне времени (2014),1955071,7253,1115,1753,6,0.43%,1.30%
28.05 - 31.05.2015,3,Дом _,241771,1306,128,1888,10,0.05%,0.15%
28.05 - 31.05.2015,3,Территория,242627,883,55,4411,16,0.05%,0.06%
28.05 - 31.05.2015,3,А зори здесь тихие..._,258006,1756,284,908,6,0.06%,0.33%
28.05 - 31.05.2015,3,Дом в конце времен,262483,1045,147,1785,7,0.06%,0.17%
28.05 - 31.05.2015,3,Пингвиненок Пороро: Большие гонки,402420,3576,315,1277,11,0.09%,0.37%
28.05 - 31.05.2015,3,Воспоминания о будущем.,404877,1529,313,1293,4,0.09%,0.37%
28.05 - 31.05.2015,3,Джеки в царстве женщин,429336,1581,102,4209,15,0.10%,0.12%
28.05 - 31.05.2015,3,МУЛЬТ в кино. Выпуск № 6,753639,6948,595,1266,11,0.17%,0.69%
28.05 - 31.05.2015,3,Одной левой.,949709,4204,344,2760,12,0.21%,0.40%
28.05 - 31.05.2015,3,Однажды._,1460260,6914,1116,1308,6,0.32%,1.30%
21.05 - 24.05.2015,3,Земля будущего,173787339,635790,30500,5697,20,47.14%,39.76%
21.05 - 24.05.2015,3,Безумный Макс: Дорога ярости,129712630,430319,22872,5671,18,35.19%,29.82%
21.05 - 24.05.2015,3,Век Адалин,15824540,54776,4230,3741,12,4.29%,5.51%
21.05 - 24.05.2015,3,Мстители: Эра Альтрона,12157389,46895,2881,4219,16,3.30%,3.76%
21.05 - 24.05.2015,3,Одной левой.,8304856,36017,2496,3327,14,2.25%,3.25%
21.05 - 24.05.2015,3,Однажды._,7780071,31609,4487,1733,7,2.11%,5.85%
21.05 - 24.05.2015,3,Пингвиненок Пороро: Большие гонки,3938290,22875,2045,1925,11,1.07%,2.67%
21.05 - 24.05.2015,3,А зори здесь тихие..._,2944113,15539,1744,1688,8,0.80%,2.27%
21.05 - 24.05.2015,3,Суперкоманда,2330521,11502,781,2984,14,0.63%,1.02%
21.05 - 24.05.2015,3,Мисс Переполох,1848658,6384,598,3091,10,0.50%,0.78%
21.05 - 24.05.2015,3,Хранитель Луны,395951,1298,24,16497,54,0.11%,0.03%
21.05 - 24.05.2015,3,Территория,482284,1689,79,6104,21,0.13%,0.10%
21.05 - 24.05.2015,3,Факап или Хуже не бывает,767115,3083,414,1852,7,0.21%,0.54%
21.05 - 24.05.2015,3,Джеки в царстве женщин,804667,2767,227,3544,12,0.22%,0.30%
