title,release_date_uais,magic_number,profit_uais,type_uais,age_restriction
Ку! Кин-дза-дза,,114000113.0,5874.0,Кино,«6+» для детей старше шести лет
Очень страшное кино 5,,121008513.0,7745.0,Кино,«16+» для детей старше 16 лет
"""КОНЁК-ГОРБУНОК""",,217009513.0,645.0,Видео,«12+» для детей старше 12 лет
Похабовск. Обратная сторона Сибири,,211036513.0,12250.0,Видео,«12+» для детей старше 12 лет
Одноклассницы.,,211036113.0,6590.0,Видео,«12+» для детей старше 12 лет
Родительский беспредел,,121031912.0,500.0,Кино,«6+» для детей старше шести лет
"Три звезды. Концерт в Waldbuhne Theater, Берлин. Анна Нетребко. Йонес Кауфман. Эрвин Шрот.",,126003512.0,44350.0,Кино,«0+» для любой зрительской аудитории
Кровью и потом: Анаболики,,121009313.0,25740.0,Кино,«16+» для детей старше 16 лет
Миллион для чайников,,121008613.0,18135.0,Кино,«16+» для детей старше 16 лет
Гадкий Я 2,,124001013.0,2380.0,Кино,«0+» для любой зрительской аудитории
Мы - Миллеры,,121018813.0,250.0,Кино,«16+» для детей старше 16 лет
Паровозик Тишка (1-8 серии),,214001313.0,240.0,Видео,«0+» для любой зрительской аудитории
Паисий Святогорец. Фильм пятый. Фильм шестой,,213001813.0,17800.0,Видео,«6+» для детей старше шести лет
Волшебная страна.,,124003016.0,3750.0,Кино,«18+» запрещено для детей
Волшебная страна.,,124001113.0,20260.0,Кино,«18+» запрещено для детей
Тачка №19,,121009613.0,10135.0,Кино,«16+» для детей старше 16 лет
Только представь!,,121007213.0,400.0,Кино,«12+» для детей старше 12 лет
Джобс. Империя соблазна,,121018413.0,3000.0,Кино,«12+» для детей старше 12 лет
Давай сделаем ребенка,,121017313.0,240.0,Кино,«18+» запрещено для детей
Горько!,,111005013.0,10575.0,Кино,«16+» для детей старше 16 лет
Вечеринка .,,121027113.0,735.0,Кино,«18+» запрещено для детей
Невозможное,,121000713.0,550.0,Кино,«16+» для детей старше 16 лет
Большая свадьба,,121010213.0,300.0,Кино,«16+» для детей старше 16 лет
Приключения Гекльберри Финна /По мотивам произведений М.Твена/,,121011613.0,23930.0,Кино,«6+» для детей старше шести лет
Страна хороших деточек,,111004913.0,20225.0,Кино,«0+» для любой зрительской аудитории
Три мушкетера  .,,111005113.0,3075.0,Кино,«12+» для детей старше 12 лет
Джентльмены удачи,,111005613.0,1300.0,Кино,«6+» для детей старше шести лет
"Добро пожаловать, или Посторонним вход воспрещен",,111005713.0,33500.0,Кино,«0+» для любой зрительской аудитории
ОХОТА НА ПРИНЦЕССУ. Часть 2,,111000313.0,710.0,Кино,«12+» для детей старше 12 лет
Риф,,124000913.0,7150.0,Кино,«0+» для любой зрительской аудитории
Риф.,,224011413.0,420.0,Видео,«0+» для любой зрительской аудитории
Диномама,,124000213.0,5280.0,Кино,«0+» для любой зрительской аудитории
"Фиксики (серия ""Пятно"")",,214005013.0,21605.0,Видео,«0+» для любой зрительской аудитории
Ромео и Джульетта /По одноименному произведению У.Шекспира/,,121024713.0,12795.0,Кино,«12+» для детей старше 12 лет
Как приручить медведя.,,124001413.0,740.0,Кино,«0+» для любой зрительской аудитории
"Привет, мне пора",,121034212.0,550.0,Кино,«16+» для детей старше 16 лет
Монстры на каникулах.,,224000113.0,1560.0,Видео,«6+» для детей старше шести лет
Обливион,,121004513.0,300.0,Кино,«12+» для детей старше 12 лет
Эрнест и Селестина: Приключения мышки и медведя,,124000613.0,12910.0,Кино,«0+» для любой зрительской аудитории
